Ind#;Desired DVs;Actual DVs;Perf. Metrics
20;0.597,1.454,0.270,0.198,0.663,1.227,0.487,0.132,0.303,1.237,0.714,1.768,0.464,1.608,0.338,1.779,0.497,1.554,0.142,1.636,0.186,1.376,0.646,0.632,0.273,1.122,0.286,0.467,0.797,1.678;0.600,1.500,0.200,0.500,0.600,1.500,0.600,0.500,0.200,1.500,0.600,1.500,0.600,1.500,0.200,1.500,0.600,1.500,0.200,1.500,0.200,1.500,0.600,0.500,0.200,1.500,0.200,0.500,0.600,1.500;1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002
21;0.628,1.051,0.410,0.238,0.790,1.758,0.253,1.622,0.382,0.317,0.428,1.358,0.138,0.991,0.239,0.907,0.363,1.192,0.373,0.736,0.615,1.819,0.532,1.870,0.480,1.829,0.727,1.246,0.320,0.333;0.600,1.500,0.600,0.500,0.600,1.500,0.200,1.500,0.200,0.500,0.600,1.500,0.200,0.500,0.200,0.500,0.200,1.500,0.200,0.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,1.500,0.200,0.500;1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646
22;0.293,0.995,0.581,0.268,0.121,1.874,0.641,0.371,0.703,1.613,0.406,1.763,0.704,0.688,0.455,1.254,0.249,1.840,0.310,0.534,0.210,1.188,0.201,0.859,0.647,0.766,0.526,0.477,0.666,0.577;0.200,0.500,0.600,0.500,0.200,1.500,0.600,0.500,0.600,1.500,0.600,1.500,0.600,0.500,0.600,1.500,0.200,1.500,0.200,0.500,0.200,1.500,0.200,0.500,0.600,0.500,0.600,0.500,0.600,0.500;518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116
23;0.576,0.213,0.351,1.617,0.475,1.370,0.260,1.009,0.530,1.274,0.622,0.988,0.410,1.406,0.766,0.234,0.655,1.041,0.614,1.663,0.404,0.395,0.601,0.821,0.465,1.877,0.110,0.880,0.423,1.881;0.600,0.500,0.200,1.500,0.600,1.500,0.200,1.500,0.600,1.500,0.600,0.500,0.600,1.500,0.600,0.500,0.600,1.500,0.600,1.500,0.600,0.500,0.600,0.500,0.600,1.500,0.200,0.500,0.600,1.500;1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002
24;0.559,1.396,0.615,1.892,0.161,0.493,0.360,0.588,0.794,0.233,0.428,0.369,0.484,1.975,0.376,1.857,0.202,0.415,0.173,0.762,0.683,1.054,0.381,1.226,0.752,1.863,0.341,1.721,0.511,1.345;0.600,1.500,0.600,1.500,0.200,0.500,0.200,0.500,0.600,0.500,0.600,0.500,0.600,1.500,0.200,1.500,0.200,0.500,0.200,0.500,0.600,1.500,0.200,1.500,0.600,1.500,0.200,1.500,0.600,1.500;1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002
25;0.214,0.181,0.376,1.399,0.661,1.342,0.724,0.801,0.243,0.232,0.703,0.229,0.497,1.563,0.509,1.320,0.442,0.719,0.655,0.414,0.352,1.179,0.424,0.230,0.203,1.217,0.474,0.915,0.434,1.531;0.200,0.500,0.200,1.500,0.600,1.500,0.600,0.500,0.200,0.500,0.600,0.500,0.600,1.500,0.600,1.500,0.600,0.500,0.600,0.500,0.200,1.500,0.600,0.500,0.200,1.500,0.600,0.500,0.600,1.500;518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002
26;0.183,0.236,0.578,0.351,0.792,0.237,0.699,1.357,0.679,0.358,0.427,1.457,0.576,1.676,0.525,0.299,0.109,0.663,0.648,0.153,0.153,0.458,0.595,0.490,0.392,0.293,0.539,1.859,0.487,1.641;0.200,0.500,0.600,0.500,0.600,0.500,0.600,1.500,0.600,0.500,0.600,1.500,0.600,1.500,0.600,0.500,0.200,0.500,0.600,0.500,0.200,0.500,0.600,0.500,0.200,0.500,0.600,1.500,0.600,1.500;518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002
27;0.449,1.091,0.593,1.473,0.147,0.873,0.382,0.422,0.573,1.599,0.449,0.685,0.360,1.442,0.600,1.430,0.231,1.161,0.473,1.915,0.490,0.716,0.381,1.475,0.296,0.797,0.413,0.809,0.223,0.192;0.600,1.500,0.600,1.500,0.200,0.500,0.200,0.500,0.600,1.500,0.600,0.500,0.200,1.500,0.600,1.500,0.200,1.500,0.600,1.500,0.600,0.500,0.200,1.500,0.200,0.500,0.600,0.500,0.200,0.500;1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646
28;0.772,0.284,0.410,0.310,0.758,1.367,0.323,0.630,0.274,0.276,0.441,1.375,0.155,1.231,0.381,0.852,0.440,0.228,0.277,1.393,0.292,1.460,0.110,1.193,0.519,0.624,0.668,1.427,0.511,0.888;0.600,0.500,0.600,0.500,0.600,1.500,0.200,0.500,0.200,0.500,0.600,1.500,0.200,1.500,0.200,0.500,0.600,0.500,0.200,1.500,0.200,1.500,0.200,1.500,0.600,0.500,0.600,1.500,0.600,0.500;1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116
29;0.338,1.654,0.114,0.323,0.113,1.874,0.526,0.477,0.433,0.552,0.261,1.340,0.419,1.530,0.701,0.261,0.687,0.231,0.150,1.735,0.192,1.151,0.152,0.480,0.126,0.606,0.201,1.218,0.208,1.478;0.200,1.500,0.200,0.500,0.200,1.500,0.600,0.500,0.600,0.500,0.200,1.500,0.600,1.500,0.600,0.500,0.600,0.500,0.200,1.500,0.200,1.500,0.200,0.500,0.200,0.500,0.200,1.500,0.200,1.500;565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533
30;0.510,1.653,0.332,1.317,0.579,1.641,0.737,0.471,0.379,0.563,0.160,1.109,0.133,1.044,0.744,0.508,0.199,0.417,0.538,1.884,0.590,0.370,0.514,1.703,0.145,0.530,0.782,0.292,0.412,0.364;0.600,1.500,0.200,1.500,0.600,1.500,0.600,0.500,0.200,0.500,0.200,1.500,0.200,1.500,0.600,0.500,0.200,0.500,0.600,1.500,0.600,0.500,0.600,1.500,0.200,0.500,0.600,0.500,0.600,0.500;1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116
31;0.257,1.473,0.397,0.725,0.649,1.021,0.736,0.721,0.520,0.299,0.147,1.459,0.617,1.744,0.626,0.573,0.613,1.900,0.117,1.392,0.440,0.823,0.412,0.905,0.326,0.103,0.684,0.884,0.476,1.302;0.200,1.500,0.200,0.500,0.600,1.500,0.600,0.500,0.600,0.500,0.200,1.500,0.600,1.500,0.600,0.500,0.600,1.500,0.200,1.500,0.600,0.500,0.600,0.500,0.200,0.500,0.600,0.500,0.600,1.500;565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002
32;0.626,0.385,0.289,1.342,0.474,1.538,0.514,1.773,0.660,1.731,0.722,1.059,0.127,0.229,0.300,0.531,0.584,1.641,0.143,1.843,0.228,0.853,0.749,1.135,0.169,1.797,0.338,1.857,0.423,0.569;0.600,0.500,0.200,1.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,1.500,0.200,0.500,0.200,0.500,0.600,1.500,0.200,1.500,0.200,0.500,0.600,1.500,0.200,1.500,0.200,1.500,0.600,0.500;1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116
33;0.279,1.353,0.238,1.523,0.720,0.892,0.333,0.995,0.174,1.427,0.263,1.027,0.768,1.940,0.658,1.436,0.124,1.450,0.191,0.588,0.171,1.196,0.166,1.103,0.219,0.962,0.531,0.206,0.684,1.696;0.200,1.500,0.200,1.500,0.600,0.500,0.200,0.500,0.200,1.500,0.200,1.500,0.600,1.500,0.600,1.500,0.200,1.500,0.200,0.500,0.200,1.500,0.200,1.500,0.200,0.500,0.600,0.500,0.600,1.500;565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002
34;0.454,1.085,0.675,1.208,0.729,1.946,0.697,0.868,0.675,1.494,0.703,1.046,0.620,0.288,0.200,1.533,0.442,1.943,0.415,1.783,0.241,0.137,0.363,0.452,0.360,1.199,0.313,0.830,0.797,1.690;0.600,1.500,0.600,1.500,0.600,1.500,0.600,0.500,0.600,1.500,0.600,1.500,0.600,0.500,0.200,1.500,0.600,1.500,0.600,1.500,0.200,0.500,0.200,0.500,0.200,1.500,0.200,0.500,0.600,1.500;1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002
35;0.589,1.949,0.401,1.506,0.538,1.977,0.410,0.441,0.689,1.336,0.598,1.878,0.756,1.139,0.453,1.140,0.780,1.997,0.571,1.848,0.194,1.197,0.482,0.255,0.128,0.700,0.162,0.557,0.781,0.961;0.600,1.500,0.600,1.500,0.600,1.500,0.600,0.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,1.500,0.200,1.500,0.600,0.500,0.200,0.500,0.200,0.500,0.600,0.500;1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116
36;0.724,1.333,0.721,0.546,0.197,1.742,0.733,1.941,0.348,1.081,0.711,0.840,0.459,0.866,0.527,1.152,0.179,1.976,0.699,0.670,0.327,1.871,0.178,0.982,0.596,1.989,0.465,0.533,0.622,0.850;0.600,1.500,0.600,0.500,0.200,1.500,0.600,1.500,0.200,1.500,0.600,0.500,0.600,0.500,0.600,1.500,0.200,1.500,0.600,0.500,0.200,1.500,0.200,0.500,0.600,1.500,0.600,0.500,0.600,0.500;1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116
37;0.772,1.621,0.374,1.496,0.252,0.839,0.123,0.874,0.401,0.720,0.757,0.323,0.269,0.303,0.593,1.298,0.620,0.385,0.449,0.239,0.765,0.303,0.733,0.158,0.549,1.969,0.678,0.779,0.240,1.927;0.600,1.500,0.200,1.500,0.200,0.500,0.200,0.500,0.600,0.500,0.600,0.500,0.200,0.500,0.600,1.500,0.600,0.500,0.600,0.500,0.600,0.500,0.600,0.500,0.600,1.500,0.600,0.500,0.200,1.500;1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533
38;0.483,0.962,0.638,1.944,0.227,0.964,0.473,1.705,0.501,1.357,0.198,0.557,0.282,1.476,0.368,1.972,0.547,1.921,0.134,1.558,0.472,1.491,0.543,0.926,0.222,1.933,0.635,1.856,0.125,0.116;0.600,0.500,0.600,1.500,0.200,0.500,0.600,1.500,0.600,1.500,0.200,0.500,0.200,1.500,0.200,1.500,0.600,1.500,0.200,1.500,0.600,1.500,0.600,0.500,0.200,1.500,0.600,1.500,0.200,0.500;1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646
